bathrooms,bedrooms,floor_location,link,neighborhood,parking_spots,price,stratum,surface,total_levels,yard,backyard,remodeled,terrace,residencial_building,pool,status_en construccion,status_lanzamiento,status_nuevo,status_para entrega,status_sobre planos,status_usado,city_cali,city_jamundi,city_palmira,property_type_apartamento,property_type_casa,property_type_lote o casalote
6.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-ingenio-vp599756-dualycoinmobiliaria,el ingenio,0.0,600000000.0,0.0,400.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
15.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp563923-brendadenavia,pance,0.0,8800000000.0,0.0,3.995,3.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-cristales-vp545818-brendadenavia,cristales,0.0,1800000000.0,0.0,776.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-el-penon-vp504168-brendadenavia,el penon,0.0,1500000000.0,0.0,460.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp425277-brendadenavia,pance,0.0,1600000000.0,0.0,915.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1089959-brendadenavia,pance,0.0,1250000000.0,0.0,890.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-granada-vp1088384-brendadenavia,granada,0.0,850000000.0,0.0,183.34,2.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-bella-suiza-vp1050443-brendadenavia,bella suiza,0.0,1500000000.0,0.0,3.2800000000000002,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-bella-suiza-vp1050366-brendadenavia,bella suiza,0.0,1300000000.0,0.0,1.653,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-versalles-vp1044536-brendadenavia,versalles,0.0,950000000.0,0.0,485.8,2.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-san-vicente-vp1042986-brendadenavia,san vicente,0.0,480000000.0,0.0,395.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-antejardin-vp1032022-brendadenavia,antejardin,0.0,880000000.0,0.0,456.85,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-santa-teresita-vp1028398-brendadenavia,santa teresita,0.0,3800000000.0,0.0,1.223,3.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1018627-InmovalleLtda,ciudad jardin,0.0,650000000.0,5.0,250.0,2.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7.0,13.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-san-antonio-vp993882-brendadenavia,san antonio,0.0,780000000.0,0.0,531.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-nueva-tequendama-vp992791-brendadenavia,nueva tequendama,0.0,450000000.0,0.0,231.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-aguacatal-vp992658-brendadenavia,aguacatal,0.0,3200000000.0,0.0,822.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-santa-monica-norte-vp888072-brendadenavia,santa monica norte,0.0,2900000000.0,0.0,2.161,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-dapa-vp872786-brendadenavia,dapa,0.0,1200000000.0,0.0,3.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17.0,13.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp872501-brendadenavia,pance,0.0,2800000000.0,0.0,4.4,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp872469-brendadenavia,pance,0.0,1300000000.0,0.0,420.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp871534-brendadenavia,ciudad jardin,0.0,875000000.0,0.0,717.0,3.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp871464-brendadenavia,pance,0.0,1200000000.0,0.0,700.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp871170-brendadenavia,pance,0.0,1000000000.0,0.0,947.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
7.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-arroyohondo-vp871136-brendadenavia,arroyohondo,0.0,2800000000.0,0.0,3.3,2.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
7.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-cristales-vp871104-brendadenavia,cristales,0.0,750000000.0,0.0,464.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oeste-arboleda-vp871050-brendadenavia,arboleda,0.0,1700000000.0,0.0,930.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-refugio-vp870939-brendadenavia,el refugio,0.0,430000000.0,0.0,350.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-ciudad-cordoba-vp868063-InmovalleLtda,ciudad cordoba,0.0,190000000.0,3.0,75.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp689582-brendadenavia,ciudad jardin,0.0,2900000000.0,0.0,1.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-san-vicente-vp677117-brendadenavia,san vicente,0.0,890000000.0,0.0,230.52,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
7.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp676253-InmovalleLtda,ciudad jardin,0.0,1500000000.0,6.0,1.566,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-palmares-de-guadalupe-vp673357-InmovalleLtda,palmares de guadalupe,0.0,330000000.0,4.0,120.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-san-fernando-vp660143-brendadenavia,san fernando,0.0,440000000.0,0.0,300.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
10.0,10.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp659587-brendadenavia,la flora,0.0,8000000000.0,0.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-arroyohondo-vp659278-brendadenavia,arroyohondo,0.0,2000000000.0,0.0,1.9,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp657420-brendadenavia,pance,0.0,1000000000.0,0.0,850.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp657178-brendadenavia,pance,0.0,1450000000.0,0.0,1.55,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
9.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-la-riverita-vp498680-brendadenavia,la riverita,0.0,2500000000.0,0.0,1.658,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-prados-del-norte-vp498108-brendadenavia,prados del norte,0.0,800000000.0,0.0,670.0,1.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-ingenio-vp491091-brendadenavia,el ingenio,0.0,850000000.0,0.0,601.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,1.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-oriente-el-troncal-vp459756-InmovalleLtda,el troncal,0.0,340000000.0,3.0,140.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-centenario-vp456580-brendadenavia,centenario,0.0,1500000000.0,0.0,900.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1142807-inmobiliariaciudadjardin,ciudad jardin,0.0,1350000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-san-fernando-viejo-vp1113786-brendadenavia,san fernando viejo,0.0,510000000.0,0.0,400.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,8.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-centro-alameda-vp1113141-brendadenavia,alameda,0.0,900000000.0,0.0,550.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-santa-monica-norte-vp1110115-brendadenavia,santa monica norte,0.0,980000000.0,0.0,400.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2.0,10.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-san-vicente-vp1109525-brendadenavia,san vicente,0.0,480000000.0,0.0,300.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1105769-brendadenavia,la flora,0.0,430000000.0,0.0,265.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1090814-inmobiliariaciudadjardin,ciudad jardin,0.0,1350000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1084682-inmobiliariaciudadjardin,ciudad jardin,0.0,1350000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1074242-inmobiliariaciudadjardin,ciudad jardin,0.0,2900000000.0,6.0,930.0,2.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1055263-inmobiliariaciudadjardin,pance,0.0,850000000.0,6.0,900.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1053797-inmobiliariaciudadjardin,ciudad jardin,0.0,2900000000.0,6.0,930.0,2.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
7.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-las-mercedes-vp1053768-inmobiliariaciudadjardin,las mercedes,0.0,800000000.0,0.0,4.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1053785-inmobiliariaciudadjardin,ciudad jardin,0.0,850000000.0,0.0,580.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1053763-inmobiliariaciudadjardin,pance,0.0,850000000.0,6.0,900.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1053761-inmobiliariaciudadjardin,ciudad jardin,0.0,2300000000.0,0.0,1.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
6.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1053754-inmobiliariaciudadjardin,ciudad jardin,0.0,2900000000.0,6.0,930.0,2.0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1053748-inmobiliariaciudadjardin,pance,0.0,1350000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-canasgordas-vp1048596-Garbiras,canasgordas,0.0,1300000000.0,6.0,1.004,0.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1013835-inmobiliariaciudadjardin,ciudad jardin,0.0,1200000000.0,6.0,1.56,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1013817-inmobiliariaciudadjardin,pance,0.0,1200000000.0,6.0,900.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1013816-inmobiliariaciudadjardin,pance,0.0,2200000000.0,0.0,1.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1013809-inmobiliariaciudadjardin,pance,0.0,1100000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp1013683-inmobiliariaciudadjardin,ciudad jardin,0.0,2900000000.0,6.0,930.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp945070-inmobiliariaciudadjardin,pance,0.0,1100000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp924610-inmobiliariaciudadjardin,ciudad jardin,0.0,2900000000.0,6.0,930.0,2.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp918859-inmobiliariaciudadjardin,pance,0.0,1100000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp905131-inmobiliariaciudadjardin,pance,0.0,1100000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp724383-inmobiliariaciudadjardin,ciudad jardin,0.0,850000000.0,6.0,900.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp724378-inmobiliariaciudadjardin,pance,0.0,850000000.0,6.0,900.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
7.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-las-mercedes-vp355884-inmobiliariaciudadjardin,las mercedes,0.0,800000000.0,0.0,4.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp81281-inmobiliariaciudadjardin,pance,0.0,1100000000.0,0.0,1.1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp81277-inmobiliariaciudadjardin,pance,0.0,550000000.0,0.0,515.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp81270-inmobiliariaciudadjardin,ciudad jardin,0.0,1800000000.0,0.0,3.6,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp81266-inmobiliariaciudadjardin,ciudad jardin,0.0,550000000.0,0.0,400.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp77640-inmobiliariaciudadjardin,pance,0.0,820000000.0,0.0,700.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp77586-inmobiliariaciudadjardin,pance,0.0,2200000000.0,0.0,1.6,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-ingenio-vp77568-inmobiliariaciudadjardin,el ingenio,0.0,850000000.0,0.0,602.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp77559-inmobiliariaciudadjardin,pance,0.0,900000000.0,0.0,900.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp614215-InmobiliariaRemaxCali,la flora,0.0,390000000.0,5.0,192.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp612520-inmobiliariaciudadjardin,pance,0.0,850000000.0,6.0,900.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-santa-isabel-vp610200-InmobiliariaRemaxCali,santa isabel,0.0,300000000.0,4.0,311.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp579282-InmobiliariaRemaxCali,pance,0.0,1250000000.0,6.0,450.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-cascajal-vp371615-InmobiliariaRemaxCali,cascajal,0.0,1500000000.0,3.0,9.6,1.0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp367340-inmobiliariaciudadjardin,ciudad jardin,0.0,520000000.0,0.0,245.0,2.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp295782-inmobiliariaciudadjardin,ciudad jardin,0.0,630000000.0,0.0,400.0,2.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
4.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp290803-inmobiliariaciudadjardin,ciudad jardin,0.0,1200000000.0,6.0,1.56,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp210463-inmobiliariaciudadjardin,pance,0.0,550000000.0,0.0,1.129,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp203908-inmobiliariaciudadjardin,pance,0.0,900000000.0,0.0,900.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp179028-inmobiliariaciudadjardin,ciudad jardin,0.0,850000000.0,0.0,580.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp100982-inmobiliariaciudadjardin,ciudad jardin,0.0,630000000.0,0.0,400.0,2.0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
6.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp99688-inmobiliariaciudadjardin,pance,0.0,650000000.0,6.0,900.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
4.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp82335-inmobiliariaciudadjardin,ciudad jardin,0.0,1100000000.0,0.0,905.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,5.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp81857-inmobiliariaciudadjardin,pance,0.0,1900000000.0,0.0,2.1,2.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp81301-inmobiliariaciudadjardin,ciudad jardin,0.0,1200000000.0,0.0,800.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp81284-inmobiliariaciudadjardin,ciudad jardin,0.0,1200000000.0,0.0,500.0,2.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,4.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-ciudad-jardin-vp81283-inmobiliariaciudadjardin,ciudad jardin,0.0,1100000000.0,0.0,700.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
3.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-brisas-de-los-alamos-vp1126860-InmobiliariaRemaxCali,brisas de los alamos,0.0,240000000.0,3.0,120.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-el-limonar-vp1123107-InmobiliariaRemaxCali,el limonar,0.0,495000000.0,5.0,269.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
4.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-rivera-vp1109916-InmobiliariaRemaxCali,la rivera,0.0,280000000.0,3.0,165.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
15.0,7.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp654827-InmobiliariaRemaxCali,pance,0.0,8800000000.0,6.0,3.995,2.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
6.0,6.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-norte-la-flora-vp1098131-InmobiliariaRemaxCali,la flora,0.0,660000000.0,5.0,536.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5.0,3.0,0.0,https://fincaraiz.elpais.com.co/aviso/casas-venta-cali-sur-pance-vp1097650-InmobiliariaRemaxCali,pance,0.0,2100000000.0,6.0,495.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
